evidence_id,legacy_section,legacy_2v_entry_or_range,source_repository,source_commit,record_path,record_type,materiality,what_it_establishes,what_it_does_not_establish,current_validity,superseded_by,durable_control,one_time_procedure,classification,consolidation_target,future_phase,curated_2v_reference,retention_rationale,owner_disposition
E15-01,Governance-system development and lessons,NO_DIRECT_FUNCTIONAL_2v_MAPPING,racoope70/ppo-trading-pipeline,072103f43d8b2488c3efca183f637ab0508a193a,README.md;PROJECT_CONTEXT.md;docs/workflows/milestone_review_reference_map.md;docs/workflows/future_validation_training_reference_map.md,TERMINAL_THREE_DOCUMENT_SOURCE_HIERARCHY,HIGH,"Establishes controlling state in PROJECT_CONTEXT, navigation/evidence lookup in the milestone map, future guidance in the future map, and exact chronology in Git/latest records.",Does not establish perfect terminal alignment or technical readiness.,MATERIAL_CANONICAL_GOVERNANCE_ARCHITECTURE_INPUT,Canonical repository source hierarchy.,"Use one controlling current-state document, non-authorizing navigation, guidance-only future map, and immutable chronology.",Historical three-document hierarchy implementation.,CARRY_FORWARD,C1_REPORT/FINAL_GOVERNANCE_ARCHITECTURE_AND_SOURCE_HIERARCHY,C2_CANONICAL_REPOSITORY_SKELETON_AND_MIGRATION_PREPARATION;C13_PUBLICATION_RELEASE,NO_DIRECT_FUNCTIONAL_2v_MAPPING,Principal durable governance architecture lesson.,PENDING
E15-02,Governance-system development and lessons,NO_DIRECT_FUNCTIONAL_2v_MAPPING,racoope70/ppo-trading-pipeline,072103f43d8b2488c3efca183f637ab0508a193a,docs/runs/v3.08_governance_source_of_truth_structure_simplification.md,DOCUMENTATION_ONLY_SOURCE_OF_TRUTH_SIMPLIFICATION_RECORD,HIGH,"Establishes removal of micro-checkpoint tracking and hard-coded latest commits from broad state documents, with chronology assigned to Git/latest records.",Does not establish that all terminal drift was eliminated.,MATERIAL_SIMPLIFICATION_AND_ANTI_DRIFT_REFERENCE,Canonical C2 governance maintenance rules.,Keep broad state concise and avoid duplicating operational chronology.,Historical v3.08 simplification checkpoint.,SUMMARIZE_AND_REFERENCE,C1_REPORT/GOVERNANCE_SIMPLIFICATION_AND_ANTI_DRIFT_RECOMMENDATION,C2_CANONICAL_REPOSITORY_SKELETON_AND_MIGRATION_PREPARATION,NO_DIRECT_FUNCTIONAL_2v_MAPPING,Strong anti-drift lesson without carrying checkpoint-specific mechanics.,PENDING
E15-03,Governance-system development and lessons,MIXED_RECORD_GROUP;DIRECT_2v.30_FOR_DATA_FETCH_AUTHORIZATION;DIRECT_2v.40_FOR_DATASET_GENERATION_AUTHORIZATION;DIRECT_2v.80_AND_2v.90_FOR_LEGACY_PPO_PROMOTION_AND_TRADING_DISPOSITION;CONTEXTUAL_2v.70_FOR_PPO_V2_RETRAINING_DESIGN_AND_PLANNING_AUTHORIZATION;EXACT_RANGE_NOT_YET_DETERMINED,racoope70/ppo-trading-pipeline,072103f43d8b2488c3efca183f637ab0508a193a,docs/decisions/v1.65_legacy_ppo_final_audit_decision.md;docs/runs/v1.66_ppo_v2_retraining_design.md;docs/runs/v1.67_ppo_v2_retraining_authorization_review.md;docs/decisions/v1.67_ppo_v2_retraining_authorization_review.md;docs/runs/v3.08_data_fetch_authorization.md;docs/runs/v3.08_dataset_generation_authorization.md,REPRESENTATIVE_PLANNING_AUTHORIZATION_EXECUTION_SEPARATION_CHAIN,HIGH,"Establishes separation of design, planning, authorization, execution, evidence review, readiness, promotion, and order authority.",Does not make any historical authorization current or prove successful execution.,MATERIAL_AUTHORIZATION_LIFECYCLE_REFERENCE,Canonical risk-tiered lifecycle and current PROJECT_CONTEXT.md.,"Planning, authorization, execution, acceptance, promotion, and order authority must remain distinct.",Historical checkpoint-specific authorization chains.,CARRY_FORWARD,C1_REPORT/AUTHORIZATION_LIFECYCLE_AND_GOVERNANCE_VERSUS_SUBSTANTIVE_OUTCOME,C2_CANONICAL_REPOSITORY_SKELETON_AND_MIGRATION_PREPARATION;C13_PUBLICATION_RELEASE,DIRECT_FUNCTIONAL_MAPPING:2v.30;2v.40;2v.80;2v.90;CONTEXTUAL_FUNCTIONAL_MAPPING:2v.70,Representative mixed group requiring subset-specific mappings.,PENDING
E15-04,Governance-system development and lessons,MIXED_RECORD_GROUP;DIRECT_2v.50_FOR_VALIDATION_ONLY_PREFLIGHT_AUTHORIZATION_EXECUTION_AND_EVIDENCE_REVIEW;DIRECT_2v.40_FOR_DATASET_GENERATION_EXECUTION_AND_REEXECUTION;NO_DIRECT_FUNCTIONAL_2v_MAPPING_FOR_LOCAL_DIAGNOSIS_EVIDENCE_CAPTURE_FAILURE;EXACT_RANGE_NOT_YET_DETERMINED,racoope70/ppo-trading-pipeline,072103f43d8b2488c3efca183f637ab0508a193a,docs/audits/v3.07_explicit_validation_only_preflight_authorization_checkpoint.md;docs/runs/v3.07_validation_only_preflight_execution_r1_r6_evidence.md;docs/audits/v3.07_validation_only_preflight_evidence_review_r1_r6.md;docs/runs/v3.08_dataset_generation_execution.md;docs/runs/v3.08_dataset_generation_reexecution.md;docs/runs/v3.08_minimal_historical_sip_access_path_test_local_import_surface_diagnosis_technical_root_cause_failed_execution_evidence.md,REPRESENTATIVE_FAIL_CLOSED_EXECUTION_AND_NON_REUSABLE_SCOPE_EVIDENCE,HIGH,"Establishes material negative outcomes stopped progression, preserved failure states, consumed one-time scope, and required new authority.",Does not establish that every fail-closed checkpoint was proportionate or technically successful.,MATERIAL_CONTROL_AND_PROPORTIONALITY_LESSON,Canonical risk-tiered authorization and concise scope-consumption records.,"Material failures must stop progression, preserve exact state, consume scope, and require new authority.","Historical validation, generation, and failed-diagnosis chains.",CARRY_FORWARD,C1_REPORT/FAIL_CLOSED_ONE_TIME_AUTHORIZATION_AND_NEGATIVE_OUTCOME_FINDINGS,C2_CANONICAL_REPOSITORY_SKELETON_AND_MIGRATION_PREPARATION;C13_PUBLICATION_RELEASE,DIRECT_FUNCTIONAL_MAPPING:2v.50;2v.40;NO_DIRECT_FUNCTIONAL_2v_MAPPING,Corrected mixed classification preserves direct and governance-only subsets.,PENDING
E15-05,Governance-system development and lessons,NO_DIRECT_FUNCTIONAL_2v_MAPPING,racoope70/ppo-trading-pipeline,072103f43d8b2488c3efca183f637ab0508a193a,docs/reviews/v3.08_post_sip_feed_investigation_execution_pathway_decision_draft_audit.md;docs/reviews/v3.08_post_sip_feed_investigation_execution_pathway_decision_corrected_draft_reaudit.md;docs/reviews/v3.08_sip_access_prerequisite_official_public_document_research_independent_evidence_review.md;docs/reviews/v3.08_sip_access_prerequisite_official_public_document_research_corrected_record_reaudit.md;docs/reviews/v3.08_read_only_account_inspection_evidence_independent_review.md;docs/reviews/v3.08_read_only_account_inspection_evidence_corrected_draft_reaudit.md,REPRESENTATIVE_FAILED_REVIEW_CORRECTION_AND_SEPARATE_REAUDIT_LINEAGE,HIGH,"Establishes independent reviews produced specific findings, failures remained immutable, corrections were narrow, and corrected records received separate re-audits.",Does not establish direct technical correctness beyond each review scope.,MATERIAL_CORRECTION_LINEAGE_REFERENCE,Canonical independent-review and correction policy.,"Never erase failed review; preserve original, exact correction, and separate re-audit.",Historical multi-record correction chains.,CARRY_FORWARD,C1_REPORT/INDEPENDENT_REVIEW_QUALITY_AND_CORRECTION_LINEAGE,C2_CANONICAL_REPOSITORY_SKELETON_AND_MIGRATION_PREPARATION;C13_PUBLICATION_RELEASE,NO_DIRECT_FUNCTIONAL_2v_MAPPING,Strongest reusable pattern for publication-ready correction lineage.,PENDING
E15-06,Governance-system development and lessons,MIXED_RECORD_GROUP;DIRECT_2v.10_FOR_v2.79_IMPLEMENTATION_CHECKPOINT;CONTEXTUAL_2v.10_AND_2v.20_FOR_v2.83_POST_IMPLEMENTATION_AUDIT;NO_DIRECT_FUNCTIONAL_2v_MAPPING_FOR_ARCHIVE_COMPRESSION_AND_v2.87_ADMINISTRATIVE_CLOSEOUT;EXACT_RANGE_NOT_YET_DETERMINED,racoope70/ppo-trading-pipeline,072103f43d8b2488c3efca183f637ab0508a193a,docs/archive/evidence_contract_usage_chain_v2_76_v3_02.md;docs/runs/v2.79_ppo_v2_validation_reporting_scaffold_evidence_contract_usage_implementation_checkpoint.md;docs/runs/v2.83_ppo_v2_validation_reporting_scaffold_evidence_contract_usage_post_implementation_audit.md;docs/runs/v2.87_ppo_v2_validation_reporting_scaffold_evidence_contract_usage_archived_chain_review.md,GROUPED_ARCHIVE_AND_REPRESENTATIVE_PROLIFERATION_EVIDENCE,HIGH,Establishes substantive implementation and audit were followed by a long administrative closeout sequence and later grouped-summary recommendation.,Does not establish that archive compression replaces material technical evidence.,MATERIAL_CHECKPOINT_PROLIFERATION_AND_COMPRESSION_LESSON,Canonical concise completion and archive records.,Use grouped navigation summaries while preserving detailed immutable evidence only where substantive.,Historical v2.76 through v3.02 administrative sequence.,SUMMARIZE_AND_REFERENCE,C1_REPORT/CHECKPOINT_PROLIFERATION_AND_ARCHIVE_COMPRESSION_FINDINGS,C2_CANONICAL_REPOSITORY_SKELETON_AND_MIGRATION_PREPARATION;C13_PUBLICATION_RELEASE,DIRECT_FUNCTIONAL_MAPPING:2v.10;CONTEXTUAL_FUNCTIONAL_MAPPING:2v.10;2v.20;NO_DIRECT_FUNCTIONAL_2v_MAPPING,Corrected subset treatment avoids labeling implementation as governance-only.,PENDING
E15-07,Governance-system development and lessons,MIXED_RECORD_GROUP;DIRECT_2v.10_FOR_STATIC_COMMAND_ARTIFACT;NO_DIRECT_FUNCTIONAL_2v_MAPPING_FOR_FAILED_EXECUTION_EVIDENCE_AND_DOCUMENTARY_CLASSIFICATION_CORRECTION_RECORDS;EXACT_RANGE_NOT_YET_DETERMINED,racoope70/ppo-trading-pipeline,072103f43d8b2488c3efca183f637ab0508a193a,artifacts/ppo_v2/package_preparation/v3_08_fresh_technical_diagnosis/commands/future_exact_diagnosis_command.txt;docs/runs/v3.08_minimal_historical_sip_access_path_test_local_import_surface_diagnosis_technical_root_cause_failed_execution_evidence.md;docs/runs/v3.08_minimal_historical_sip_access_path_test_local_import_surface_diagnosis_technical_root_cause_fresh_authorization_execution.md;docs/reviews/v3.08_diagnosis_execution_module_not_found_classification_correction_independent_review.md,EXACT_COMMAND_RAW_EVIDENCE_AND_CORRECTED_INTERPRETATION_GOVERNANCE_LESSONS,HIGH,"Establishes exact-command review, atomic evidence, bounded output, freshness guards, and no-retry controls were valuable, while static review missed logic/target defects and interpretation required correction.",Does not establish that the command result alone resolved package identity or compatibility.,MATERIAL_COMMAND_AND_EVIDENCE_PROVENANCE_LESSON,Canonical tested diagnostic tooling and raw/corrected evidence separation.,"Test exact executable behavior, create raw evidence before action, preserve it immutably, and correct separately.",Historical bespoke here-doc command and documentary correction.,SUMMARIZE_AND_REFERENCE,C1_REPORT/COMMAND_GOVERNANCE_EVIDENCE_PROVENANCE_AND_PROPORTIONALITY,C2_CANONICAL_REPOSITORY_SKELETON_AND_MIGRATION_PREPARATION;C13_PUBLICATION_RELEASE,DIRECT_FUNCTIONAL_MAPPING:2v.10;NO_DIRECT_FUNCTIONAL_2v_MAPPING,Corrected treatment preserves the static artifact as direct implementation evidence.,PENDING
E15-08,Governance-system development and lessons,MIXED_RECORD_GROUP;CONTEXTUAL_2v.10_FOR_DATASET_RECONSTRUCTION_IMPLEMENTATION_AUTHORIZATION_RECORD;NO_DIRECT_FUNCTIONAL_2v_MAPPING_FOR_README_PROJECT_CONTEXT_AND_MILESTONE_MAP;EXACT_RANGE_NOT_YET_DETERMINED,racoope70/ppo-trading-pipeline,072103f43d8b2488c3efca183f637ab0508a193a,README.md;PROJECT_CONTEXT.md;docs/workflows/milestone_review_reference_map.md;docs/runs/v3.08_dataset_reconstruction_implementation_authorization.md,TERMINAL_SOURCE_OF_TRUTH_DRIFT_AND_CHRONOLOGY_RECONSTRUCTION_EVIDENCE,HIGH,"Establishes README lag, stale controlling summaries, operational roadmap detail, and reliance on Git/latest records for exact chronology.",Does not establish that the source hierarchy itself was invalid or that authorization was lost.,MATERIAL_SOURCE_OF_TRUTH_DRIFT_EVIDENCE,Canonical concise PROJECT_CONTEXT and non-authorizing maps.,Update current state atomically and keep chronology out of broad summaries.,Historical source-of-truth alignment records.,SUMMARIZE_AND_REFERENCE,C1_REPORT/SOURCE_OF_TRUTH_DRIFT_AND_CANONICAL_MAINTENANCE_GUIDANCE,C2_CANONICAL_REPOSITORY_SKELETON_AND_MIGRATION_PREPARATION,CONTEXTUAL_FUNCTIONAL_MAPPING:2v.10;NO_DIRECT_FUNCTIONAL_2v_MAPPING,Corrected mixed record group separates implementation authorization from governance drift records.,PENDING
E15-09,Governance-system development and lessons,MIXED_RECORD_GROUP;DIRECT_2v.30_FOR_DATA_FETCH_AUTHORIZATION;CONTEXTUAL_2v.30_FOR_POST_SIP_PROVIDER_PATHWAY_DECISION;CONTEXTUAL_2v.50_FOR_v3.07_VALIDATION_READINESS_SUMMARY;NO_DIRECT_FUNCTIONAL_2v_MAPPING_FOR_FUTURE_MAP_AND_SOURCE_OF_TRUTH_SIMPLIFICATION;EXACT_RANGE_NOT_YET_DETERMINED,racoope70/ppo-trading-pipeline,072103f43d8b2488c3efca183f637ab0508a193a,docs/workflows/future_validation_training_reference_map.md;docs/archive/v3_07_validation_readiness_chain_summary.md;docs/runs/v3.08_data_fetch_authorization.md;docs/runs/v3.08_post_sip_feed_investigation_execution_pathway_decision.md;docs/runs/v3.08_governance_source_of_truth_structure_simplification.md,RISK_TIER_AND_PHASE_BOUNDARY_GOVERNANCE_EVIDENCE,HIGH,Establishes high-risk data/provider/model/holdout/order activity needed staged governance while ordinary documentation and offline work did not.,Does not establish one universal governance burden for every task.,MATERIAL_PROPORTIONAL_GOVERNANCE_REFERENCE,Canonical risk-tiered C2 and C13 governance.,Apply full governance to material risk and ordinary engineering controls to low-risk work.,Historical staged authorization and simplification records.,CARRY_FORWARD,C1_REPORT/PROPORTIONAL_GOVERNANCE_FRAMEWORK,C2_CANONICAL_REPOSITORY_SKELETON_AND_MIGRATION_PREPARATION;C13_PUBLICATION_RELEASE,DIRECT_FUNCTIONAL_MAPPING:2v.30;CONTEXTUAL_FUNCTIONAL_MAPPING:2v.30;2v.50;NO_DIRECT_FUNCTIONAL_2v_MAPPING,"Corrected mixed classification preserves direct, contextual, and no-direct subsets.",PENDING
E15-10,Governance-system development and lessons,NO_DIRECT_FUNCTIONAL_2v_MAPPING,racoope70/ppo-trading-pipeline,072103f43d8b2488c3efca183f637ab0508a193a,docs/workflows/milestone_review_reference_map.md;docs/runs/v3.08_governance_source_of_truth_structure_simplification.md;docs/archive/evidence_contract_usage_chain_v2_76_v3_02.md,FUNCTIONAL_LOOKUP_NAVIGATION_AND_CROSSWALK_LIMITATION_EVIDENCE,HIGH,"Establishes the functional 2v lookup is useful, governance-only records have no direct mapping, and checkpoint numbers cannot become invented contiguous ranges.",Does not establish an exact contiguous legacy range or independent authorization.,MATERIAL_ACCEPTED_CROSSWALK_DESIGN_INPUT,Owner-accepted bounded-section-to-functional-2v crosswalk and future concise milestone lookup.,"Use noncontiguous direct, contextual, no-direct, and unresolved references with curated evidence.",Historical functional lookup and navigation maintenance.,CARRY_FORWARD,C1_REPORT/FUNCTIONAL_CROSSWALK_AND_NONCONTIGUOUS_REFERENCE_DESIGN,C2_CANONICAL_REPOSITORY_SKELETON_AND_MIGRATION_PREPARATION;C13_PUBLICATION_RELEASE,NO_DIRECT_FUNCTIONAL_2v_MAPPING,Preserves the accepted crosswalk limitation and future navigation requirement.,PENDING
